ID,Entrez GeneID,uniGene,symbol,name,hg19 knownGene ID
eg:100133171:chrX:p,100133171,Hs.434105,SPANXB2,"SPANX family, member B2",
eg:100133172:chr8:p,100133172,,FAM66A,"family with sequence similarity 66, member A",
eg:100133205:chr6:p,100133205,Hs.526951,LINC00240,Long intergenic non-protein coding RNA 240,
eg:100133234:chr8:m,100133234,,SBF1P1,SET binding factor 1 pseudogene 1,
eg:100133308:chr10:m,100133308,Hs.434365,LOC100133308,Ras suppressor protein 1 pseudogene,
eg:100133331:chr1:m,100133331,,LOC100133331,uncharacterized LOC100133331,
eg:100133469:chr14:p,100133469,,,,
eg:100133545:chr11:m,100133545,,MRPL23-AS1,MRPL23 antisense RNA 1 (non-protein coding),
eg:100133612:chr1:p,100133612,Hs.307652,LOC100133612,Uncharacterized LOC100133612,
eg:100133669:chr8:m,100133669,Hs.735710,LOC100133669,Uncharacterized LOC100133669,
eg:100133893:chr12:m,100133893,,,,
eg:100133920:chr9:p,100133920,Hs.645503,LOC100133920,Uncharacterized LOC100133920,
eg:100133941:chrY:m,100133941,Hs.644105,CD24,CD24 molecule,
eg:100133957:chrX:p,100133957,Hs.546106,LOC100133957,Uncharacterized LOC100133957,
eg:100133985:chr2:m,100133985,Hs.135528,LOC100133985,Uncharacterized LOC100133985,
eg:100133991:chr17:p,100133991,Hs.668927,LOC100133991,Uncharacterized LOC100133991,
eg:100134229:chr7:p,100134229,Hs.634333,LOC100134229,Uncharacterized LOC100134229,
eg:100134259:chr2:p,100134259,Hs.114449,LOC100134259,Uncharacterized LOC100134259,
eg:100134368:chr16:p,100134368,Hs.621241,LOC100134368,Uncharacterized LOC100134368,
eg:100134713:chr7:m,100134713,Hs.729651,LOC100134713,Uncharacterized LOC100134713,
eg:100134868:chr20:p,100134868,Hs.740865,LOC100134868,Uncharacterized LOC100134868,
eg:100134869:chr15:p,100134869,Hs.735222,UBE2Q2P2,Ubiquitin-conjugating enzyme E2Q family member 2 pseudogene 2,
eg:100134938:chr7:m,100134938,,UPK3BL,uroplakin 3B-like,
eg:10014:chr17:m,10014,Hs.438782,HDAC5,Histone deacetylase 5,
eg:100141515:chr17:p,100141515,Hs.633034,C17orf99,Chromosome 17 open reading frame 99,
eg:100144596:chr20:m,100144596,Hs.187773,LINC00029,Long intergenic non-protein coding RNA 29,
eg:100144603:chr22:p,100144603,Hs.657275,LOC100144603,Uncharacterized transcript,
eg:100144604:chr15:m,100144604,Hs.245476,LOC100144604,Uncharacterized LOC100144604,
eg:100144748:chr10:m,100144748,Hs.559820,KLLN,"Killin, p53-regulated DNA replication inhibitor",
eg:10015:chr3:p,10015,Hs.475896,PDCD6IP,Programmed cell death 6 interacting protein,
eg:100151643:chr21:p,100151643,,KRTAP20-4,keratin associated protein 20-4,
eg:100151683:chr2:p,100151683,Hs.689638,RNU4ATAC,"RNA, U4atac small nuclear (U12-dependent splicing)",
eg:100151684:chr9:m,100151684,Hs.545589,RNU6ATAC,"RNA, U6atac small nuclear (U12-dependent splicing)",
eg:100158262:chrX:m,100158262,,SCARNA9L,small Cajal body-specific RNA 9-like (retrotransposed),
eg:10016:chr5:p,10016,Hs.50823,PDCD6,Programmed cell death 6,
eg:100169750:chr10:p,100169750,Hs.731140,PRINS,Psoriasis associated RNA induced by stress (non-protein coding),
eg:100169752:chr10:p,100169752,Hs.652647,LOC100169752,Uncharacterized LOC100169752,
eg:100169851:chr11:p,100169851,Hs.131278,PATE3,Prostate and testis expressed 3,
eg:100169890:chr19:p,100169890,,PEG3-AS1,PEG3 antisense RNA 1 (non-protein coding),
eg:100169951:chr19:m,100169951,,SNAR-A3,small ILF3/NF90-associated RNA A3,
eg:100169951:chr19:p,100169951,,SNAR-A3,small ILF3/NF90-associated RNA A3,
eg:100169956:chr19:m,100169956,Hs.717307,SNAR-A4,Small ILF3/NF90-associated RNA A4,
eg:100169959:chr19:p,100169959,Hs.723093,SNAR-A13,Small ILF3/NF90-associated RNA A13,
eg:10017:chr15:m,10017,Hs.283672,BCL2L10,BCL2-like 10 (apoptosis facilitator),
eg:100170217:chr19:m,100170217,Hs.723095,SNAR-B2,Small ILF3/NF90-associated RNA B2,
eg:100170218:chr19:p,100170218,Hs.723092,SNAR-C2,Small ILF3/NF90-associated RNA C2,
eg:100170219:chr19:p,100170219,Hs.560634,SNAR-C4,Small ILF3/NF90-associated RNA C4,
eg:100170220:chr19:m,100170220,Hs.541243,SNAR-E,Small ILF3/NF90-associated RNA E,
eg:100170221:chr2:m,100170221,Hs.717311,SNAR-H,Small ILF3/NF90-associated RNA H,
eg:100170222:chr3:p,100170222,Hs.717310,SNAR-I,Small ILF3/NF90-associated RNA I,
eg:100170226:chr19:p,100170226,Hs.467061,SNAR-C3,Small ILF3/NF90-associated RNA C3,
eg:100170227:chr19:m,100170227,Hs.717309,SNAR-D,Small ILF3/NF90-associated RNA D,
eg:100170228:chr19:m,100170228,Hs.717308,SNAR-G2,Small ILF3/NF90-associated RNA G2,
eg:100170229:chr19:p,100170229,Hs.722032,SRRM5,Serine/arginine repetitive matrix 5,
eg:100170765:chr19:p,100170765,Hs.649452,C19orf69,Chromosome 19 open reading frame 69,
eg:100170841:chr17:m,100170841,Hs.445574,C17orf96,Chromosome 17 open reading frame 96,
eg:100170939:chr5:m,100170939,,LOC100170939,"glucuronidase, beta pseudogene",
eg:10018:chr2:p,10018,Hs.469658 /// Hs.737004,BCL2L11,BCL2-like 11 (apoptosis facilitator),
eg:100188893:chr6:p,100188893,Hs.731633,TOMM6,Translocase of outer mitochondrial membrane 6 homolog (yeast),
eg:100188947:chr10:m,100188947,,LOC100188947,uncharacterized LOC100188947,
eg:100188949:chr13:m,100188949,,LINC00426,long intergenic non-protein coding RNA 426,
eg:100188953:chr9:m,100188953,Hs.434310,LINC00092,Long intergenic non-protein coding RNA 92,
eg:100188954:chr10:p,100188954,Hs.656104,DNMBP-AS1,DNMBP antisense RNA 1 (non-protein coding),
eg:100189589:chr2:p,100189589,Hs.585961,LOC100189589,Uncharacterized LOC100189589,
eg:10019:chr12:p,10019,Hs.506784,SH2B3,SH2B adaptor protein 3,
eg:100190938:chr17:m,100190938,Hs.655265,LOC100190938,Uncharacterized LOC100190938,
eg:100190939:chr13:p,100190939,Hs.375766,TPT1-AS1,TPT1 antisense RNA 1 (non-protein coding),
eg:100190940:chr12:m,100190940,,LOC100190940,uncharacterized LOC100190940,
eg:100190949:chr5:p,100190949,Hs.720862,C5orf52,Chromosome 5 open reading frame 52,
eg:100190986:chr16:m,100190986,Hs.648439,LOC100190986,Uncharacterized LOC100190986,
eg:100191040:chr1:m,100191040,Hs.694717,C2CD4D,C2 calcium-dependent domain containing 4D,
eg:100192378:chr8:m,100192378,Hs.596420,LOC100192378,Uncharacterized LOC100192378,
eg:100192379:chr4:p,100192379,,PP12613,uncharacterized LOC100192379,
eg:100192386:chr20:p,100192386,Hs.111539,FLJ16779,Uncharacterized LOC100192386,
eg:100192420:chr22:p,100192420,Hs.589947,FLJ41941,Uncharacterized LOC100192420,
eg:100192426:chr18:m,100192426,,LOC100192426,uncharacterized LOC100192426,
eg:1002:chr20:p,1002,Hs.473231,CDH4,"Cadherin 4, type 1, R-cadherin (retinal)",
eg:10020:chr9:m,10020,Hs.5920,GNE,Glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,
eg:10021:chr15:m,10021,Hs.86941,HCN4,Hyperpolarization activated cyclic nucleotide-gated potassium channel 4,
eg:100216001:chr10:m,100216001,Hs.634869,LOC100216001,Uncharacterized LOC100216001,
eg:100216545:chr7:m,100216545,Hs.631150,LOC100216545,Uncharacterized LOC100216545,
eg:10022:chr1:m,10022,Hs.251380,INSL5,Insulin-like 5,
eg:10023:chr10:p,10023,Hs.126057,FRAT1,Frequently rearranged in advanced T-cell lymphomas,
eg:100233209:chr12:m,100233209,Hs.657722,LOC100233209,Uncharacterized LOC100233209,
eg:10024:chr12:p,10024,Hs.524399,TROAP,Trophinin associated protein (tastin),
eg:100240726:chr20:m,100240726,,,,
eg:100240734:chr12:p,100240734,,LOC100240734,uncharacterized LOC100240734,
eg:100240735:chr12:m,100240735,,LOC100240735,uncharacterized LOC100240735,
eg:10025:chr19:m,10025,Hs.365207,MED16,Mediator complex subunit 16,
eg:10026:chr1:m,10026,Hs.178305,PIGK,"Phosphatidylinositol glycan anchor biosynthesis, class K",
eg:100268168:chr5:m,100268168,,LOC100268168,uncharacterized LOC100268168,
eg:100270710:chr10:m,100270710,,,,
eg:100270746:chr6:m,100270746,,LOC100270746,uncharacterized LOC100270746,
eg:100270804:chr20:p,100270804,,LOC100270804,uncharacterized LOC100270804,
eg:100271715:chr2:p,100271715,Hs.99841,ARHGEF33,Rho guanine nucleotide exchange factor (GEF) 33,
eg:100271722:chr22:m,100271722,Hs.528519,LOC100271722,Uncharacterized LOC100271722,
eg:100271831:chr16:p,100271831,,,,
eg:100271832:chr2:p,100271832,Hs.740734,LOC100271832,Uncharacterized LOC100271832,
eg:100271835:chr2:m,100271835,,LIMS3-LOC440895,LIMS3-LOC440895 readthrough,
eg:100271835:chr2:p,100271835,,LIMS3-LOC440895,LIMS3-LOC440895 readthrough,
eg:100271836:chr16:m,100271836,Hs.726692,LOC100271836,"Smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) pseudogene",
eg:100271849:chr19:m,100271849,,MEF2B,myocyte enhancer factor 2B,
eg:100272147:chrX:m,100272147,Hs.6917,MTCP1NB,Mature T-cell proliferation 1 neighbor,
eg:100272216:chr5:m,100272216,Hs.662074,LOC100272216,Uncharacterized LOC100272216,
eg:100272217:chr9:m,100272217,Hs.601255,LOC100272217,Uncharacterized LOC100272217,
eg:100272228:chrX:p,100272228,Hs.496916,LOC100272228,Uncharacterized LOC100272228,
eg:100286793:chr1:m,100286793,Hs.632443,LOC100286793,Uncharacterized LOC100286793,
eg:100286844:chr12:p,100286844,Hs.656019,LOC100286844,Uncharacterized LOC100286844,
eg:100287227:chr3:m,100287227,Hs.12813,TIPARP-AS1,TIPARP antisense RNA 1 (non-protein coding),
eg:100287569:chr12:p,100287569,Hs.441601,LINC00173,Long intergenic non-protein coding RNA 173,
eg:100287704:chr7:p,100287704,Hs.740703,LOC100287704,Uncharacterized LOC100287704,
eg:100287718:chr6:p,100287718,Hs.736491,LOC100287718,Uncharacterized LOC100287718,
eg:100288380:chr15:p,100288380,Hs.642616,ULK4P2,Unc-51-like kinase 4 (C. elegans) pseudogene 2,
eg:100288778:chr12:p,100288778,,LOC100288778,WAS protein family homolog 1 pseudogene,
eg:100288801:chr3:p,100288801,,FRG2C,"FSHD region gene 2 family, member C",
eg:100288801:chrUn_gl000222:m,100288801,,FRG2C,"FSHD region gene 2 family, member C",
eg:100289341:chr9:m,100289341,Hs.593896,LOC100289341,Uncharacterized LOC100289341,
eg:100289635:chr12:m,100289635,Hs.29698,ZNF605,Zinc finger protein 605,
eg:100294720:chr6:m,100294720,Hs.520412,NHEG1,Neuroblastoma highly expressed 1,
eg:1003:chr16:p,1003,Hs.76206,CDH5,"Cadherin 5, type 2 (vascular endothelium)",
eg:100302401:chr1:m,100302401,Hs.736117,LOC100302401,Uncharacterized LOC100302401,
eg:100302640:chr3:m,100302640,,LOC100302640,uncharacterized LOC100302640,
eg:100302650:chr2:m,100302650,Hs.729719,LOC100302650,Uncharacterized LOC100302650,
eg:100302692:chrX:m,100302692,Hs.349570,FTX,"FTX transcript, XIST regulator (non-protein coding)",
eg:100302736:chr5:m,100302736,,TMED7-TICAM2,TMED7-TICAM2 readthrough,
eg:100303453:chr1:p,100303453,,TSNAX-DISC1,TSNAX-DISC1 readthrough,
eg:100303728:chrX:m,100303728,Hs.714405 /// Hs.740801,SLC25A5-AS1,SLC25A5 antisense RNA 1 (non-protein coding),
eg:10036:chr19:p,10036,Hs.79018,CHAF1A,"Chromatin assembly factor 1, subunit A (p150)",
eg:10038:chr14:p,10038,Hs.409412,PARP2,Poly (ADP-ribose) polymerase 2,
eg:10039:chr3:p,10039,Hs.271742,PARP3,"Poly (ADP-ribose) polymerase family, member 3",
eg:1004:chr5:p,1004,Hs.124776 /// Hs.171054,CDH6,"Cadherin 6, type 2, K-cadherin (fetal kidney)",
eg:10040:chr17:p,10040,Hs.153504,TOM1L1,Target of myb1 (chicken)-like 1,
eg:10042:chr22:p,10042,Hs.588815,HMGXB4,HMG box domain containing 4,
eg:10043:chr22:p,10043,Hs.474705,TOM1,Target of myb1 (chicken),
eg:10044:chr9:m,10044,Hs.306412,SH2D3C,SH2 domain containing 3C,
eg:10045:chr19:m,10045,Hs.439645,SH2D3A,SH2 domain containing 3A,
eg:10046:chrX:p,10046,Hs.20136,MAMLD1,Mastermind-like domain containing 1,
eg:10047:chr20:p,10047,Hs.121602,CST8,Cystatin 8 (cystatin-related epididymal specific),
eg:10048:chr6:m,10048,Hs.708182,RANBP9,RAN binding protein 9,
eg:10049:chr7:p,10049,Hs.490745,DNAJB6,"DnaJ (Hsp40) homolog, subfamily B, member 6",
eg:1005:chr18:p,1005,Hs.657522,CDH7,"Cadherin 7, type 2",
eg:10050:chr6:p,10050,Hs.282931,SLC17A4,"Solute carrier family 17 (sodium phosphate), member 4",
eg:10051:chr3:p,10051,Hs.58992,SMC4,Structural maintenance of chromosomes 4,
eg:10052:chr17:m,10052,Hs.532593,GJC1,"Gap junction protein, gamma 1, 45kDa",
eg:10053:chr19:m,10053,Hs.18894,AP1M2,"Adaptor-related protein complex 1, mu 2 subunit",
eg:10054:chr19:p,10054,Hs.631580,UBA2,Ubiquitin-like modifier activating enzyme 2,
eg:10055:chr19:p,10055,Hs.515500,SAE1,SUMO1 activating enzyme subunit 1,
eg:10056:chr2:m,10056,Hs.471452,FARSB,"Phenylalanyl-tRNA synthetase, beta subunit",
eg:10057:chr3:m,10057,Hs.728765,ABCC5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",
eg:10058:chr2:m,10058,Hs.107911,ABCB6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",
eg:10059:chr12:p,10059,Hs.556296,DNM1L,Dynamin 1-like,
eg:1006:chr16:m,1006,Hs.368322,CDH8,"Cadherin 8, type 2",
eg:10060:chr12:m,10060,Hs.732701,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",
eg:10061:chr7:m,10061,Hs.654958,ABCF2,"ATP-binding cassette, sub-family F (GCN20), member 2",
eg:10062:chr11:p,10062,Hs.438863,NR1H3,"Nuclear receptor subfamily 1, group H, member 3",
eg:10063:chr3:m,10063,Hs.534383,COX17,COX17 cytochrome c oxidase assembly homolog (S. cerevisiae),
eg:10066:chr15:m,10066,Hs.458917,SCAMP2,Secretory carrier membrane protein 2,
eg:10067:chr1:m,10067,Hs.200600,SCAMP3,Secretory carrier membrane protein 3,
eg:10068:chr11:p,10068,Hs.591967,IL18BP,Interleukin 18 binding protein,
eg:10069:chr21:m,10069,Hs.732554,RWDD2B,RWD domain containing 2B,
eg:1007:chr5:m,1007,Hs.272212,CDH9,"Cadherin 9, type 2 (T1-cadherin)",
eg:10071:chr7:p,10071,Hs.489355,MUC12,"Mucin 12, cell surface associated",
eg:10072:chr11:p,10072,Hs.502914,DPP3,Dipeptidyl-peptidase 3,
eg:10073:chr15:m,10073,Hs.21577,SNUPN,Snurportin 1,
eg:10075:chrX:m,10075,Hs.136905,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",
eg:10076:chr1:p,10076,Hs.19718,PTPRU,"Protein tyrosine phosphatase, receptor type, U",
eg:10077:chr11:p,10077,Hs.271954,TSPAN32,Tetraspanin 32,
eg:10078:chr11:p,10078,Hs.523424,TSSC4,Tumor suppressing subtransferable candidate 4,
eg:10079:chr20:m,10079,Hs.700437,ATP9A,"ATPase, class II, type 9A",
eg:1008:chr5:m,1008,Hs.92489,CDH10,"Cadherin 10, type 2 (T2-cadherin)",
eg:10081:chr15:m,10081,Hs.458596,PDCD7,Programmed cell death 7,
eg:10082:chr13:p,10082,Hs.444329,GPC6,Glypican 6,
eg:10083:chr11:m,10083,Hs.502072,USH1C,"Usher syndrome 1C (autosomal recessive, severe)",
eg:10084:chrX:p,10084,Hs.534384,PQBP1,Polyglutamine binding protein 1,
eg:10085:chr5:m,10085,Hs.482730,EDIL3,EGF-like repeats and discoidin I-like domains 3,
eg:10086:chr8:m,10086,Hs.285026,HHLA1,HERV-H LTR-associating 1,
eg:10087:chr5:m,10087,Hs.270437,COL4A3BP,"Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",
eg:10089:chr11:m,10089,Hs.175218,KCNK7,"Potassium channel, subfamily K, member 7",
eg:1009:chr16:m,1009,Hs.116471,CDH11,"Cadherin 11, type 2, OB-cadherin (osteoblast)",
eg:10090:chr6:p,10090,Hs.657370,UST,Uronyl-2-sulfotransferase,
eg:10092:chr1:m,10092,Hs.518609,ARPC5,"Actin related protein 2/3 complex, subunit 5, 16kDa",
eg:10093:chr3:p,10093,Hs.323342,ARPC4,"Actin related protein 2/3 complex, subunit 4, 20kDa",
eg:10094:chr12:m,10094,Hs.524741,ARPC3,"Actin related protein 2/3 complex, subunit 3, 21kDa",
eg:10095:chr7:p,10095,Hs.489284,ARPC1B,"Actin related protein 2/3 complex, subunit 1B, 41kDa",
eg:10096:chr2:p,10096,Hs.433512,ACTR3,ARP3 actin-related protein 3 homolog (yeast),
eg:10097:chr2:p,10097,Hs.728857,ACTR2,ARP2 actin-related protein 2 homolog (yeast),
eg:10098:chr4:m,10098,Hs.118118,TSPAN5,Tetraspanin 5,
eg:10099:chr15:m,10099,Hs.740392,TSPAN3,Tetraspanin 3,
eg:101:chr10:m,101,Hs.501574,ADAM8,ADAM metallopeptidase domain 8,
eg:1010:chr5:m,1010,Hs.113684,CDH12,"Cadherin 12, type 2 (N-cadherin 2)",
eg:10100:chr1:m,10100,Hs.310458,TSPAN2,Tetraspanin 2,
eg:10101:chr16:p,10101,Hs.256549,NUBP2,Nucleotide binding protein 2,
eg:10102:chr12:p,10102,Hs.632704,TSFM,"Ts translation elongation factor, mitochondrial",
eg:10103:chr1:p,10103,Hs.38972,TSPAN1,Tetraspanin 1,
eg:10105:chr10:p,10105,Hs.381072,PPIF,Peptidylprolyl isomerase F,
eg:10106:chr12:m,10106,Hs.524530,CTDSP2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",
eg:10107:chr6:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_apd_hap1:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_cox_hap2:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_dbb_hap3:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_mann_hap4:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_mcf_hap5:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_qbl_hap6:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10107:chr6_ssto_hap7:m,10107,Hs.709483,TRIM10,Tripartite motif containing 10,
eg:10109:chr2:p,10109,Hs.529303,ARPC2,"Actin related protein 2/3 complex, subunit 2, 34kDa",
eg:10110:chr20:p,10110,Hs.300863,SGK2,Serum/glucocorticoid regulated kinase 2,
eg:10111:chr5:p,10111,Hs.633509,RAD50,RAD50 homolog (S. cerevisiae),
eg:10112:chr5:p,10112,Hs.718626,KIF20A,Kinesin family member 20A,
eg:10113:chr2:m,10113,Hs.279784,PREB,Prolactin regulatory element binding,
eg:10114:chr11:p,10114,Hs.201918,HIPK3,Homeodomain interacting protein kinase 3,
eg:10116:chr15:p,10116,Hs.362733,FEM1B,Fem-1 homolog b (C. elegans),
eg:10117:chr4:p,10117,Hs.667018,ENAM,Enamelin,
eg:1012:chr16:p,1012,Hs.654386,CDH13,"Cadherin 13, H-cadherin (heart)",
eg:10120:chr2:m,10120,Hs.98791,ACTR1B,"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)",
eg:10121:chr10:m,10121,Hs.153961,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",
eg:10123:chr2:m,10123,Hs.111554 /// Hs.730678,ARL4C,ADP-ribosylation factor-like 4C,
eg:10124:chr7:p,10124,Hs.245540,ARL4A,ADP-ribosylation factor-like 4A,
eg:10125:chr15:m,10125,Hs.591127,RASGRP1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),
eg:10126:chr22:m,10126,Hs.632766,DNAL4,"Dynein, axonemal, light chain 4",
eg:10127:chr16:p,10127,Hs.611475,ZNF263,Zinc finger protein 263,
eg:10128:chr2:m,10128,Hs.368084,LRPPRC,Leucine-rich pentatricopeptide repeat containing,
eg:10129:chr13:p,10129,Hs.507669,FRY,Furry homolog (Drosophila),
eg:1013:chr16:p,1013,Hs.148090,CDH15,"Cadherin 15, type 1, M-cadherin (myotubule)",
eg:10130:chr2:m,10130,Hs.212102,PDIA6,"Protein disulfide isomerase family A, member 6",
eg:10131:chr16:m,10131,Hs.30345,TRAP1,TNF receptor-associated protein 1,
eg:10133:chr10:p,10133,Hs.332706,OPTN,Optineurin,
eg:10134:chrX:m,10134,Hs.522817,BCAP31,B-cell receptor-associated protein 31,
eg:10135:chr7:m,10135,Hs.489615,NAMPT,Nicotinamide phosphoribosyltransferase,
eg:10136:chr1:p,10136,Hs.181289,CELA3A,"Chymotrypsin-like elastase family, member 3A",
eg:10137:chr20:m,10137,Hs.700188,RBM12,RNA binding motif protein 12,
eg:10138:chr12:m,10138,Hs.708084,YAF2,YY1 associated factor 2,
eg:10139:chr20:m,10139,Hs.389277,ARFRP1,ADP-ribosylation factor related protein 1,
eg:1014:chr16:m,1014,Hs.513660,CDH16,"Cadherin 16, KSP-cadherin",
eg:10140:chr17:m,10140,Hs.531550,TOB1,"Transducer of ERBB2, 1",
eg:10141:chr4:p,10141,Hs.177972,C4orf6,Chromosome 4 open reading frame 6,
eg:10142:chr7:p,10142,Hs.651221,AKAP9,A kinase (PRKA) anchor protein (yotiao) 9,
eg:10143:chr16:p,10143,Hs.177936,CLEC3A,"C-type lectin domain family 3, member A",
eg:10144:chr4:m,10144,Hs.97270,FAM13A,"Family with sequence similarity 13, member A",
eg:10146:chr5:p,10146,Hs.587054,G3BP1,GTPase activating protein (SH3 domain) binding protein 1,
eg:10147:chr19:m,10147,Hs.515271,SUGP2,SURP and G patch domain containing 2,
eg:10148:chr19:p,10148,Hs.501452,EBI3,Epstein-Barr virus induced 3,
eg:10149:chrX:m,10149,Hs.146978,GPR64,G protein-coupled receptor 64,
eg:1015:chr8:m,1015,Hs.591853,CDH17,"Cadherin 17, LI cadherin (liver-intestine)",
eg:10150:chr13:p,10150,Hs.657347,MBNL2,Muscleblind-like splicing regulator 2,
eg:10151:chr10:m,10151,Hs.632956,HNRNPA3P1,Heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,
eg:10152:chr2:p,10152,Hs.471156,ABI2,Abl-interactor 2,
eg:10153:chr2:m,10153,Hs.135406,CEBPZ,"CCAAT/enhancer binding protein (C/EBP), zeta",
eg:10154:chr12:p,10154,Hs.584845,PLXNC1,Plexin C1,
eg:10155:chr19:p,10155,Hs.467408,TRIM28,Tripartite motif containing 28,
eg:10156:chr7:m,10156,Hs.696339,RASA4,RAS p21 protein activator 4,
eg:10157:chr7:m,10157,Hs.156738,AASS,Aminoadipate-semialdehyde synthase,
eg:10158:chr1:m,10158,Hs.431099,PDZK1IP1,PDZK1 interacting protein 1,
eg:10159:chrX:p,10159,Hs.495960,ATP6AP2,"ATPase, H+ transporting, lysosomal accessory protein 2",
eg:1016:chr5:m,1016,Hs.317632,CDH18,"Cadherin 18, type 2",
