ID	Entrez GeneID	Symbol	Name
AGAP4	119016	AGAP4	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
AGAP5	729092	AGAP5	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5"
AGAP6	414189	AGAP6	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
AGAP7	653268	AGAP7	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7"
AGAP8	728404	AGAP8	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 8"
AGAP9	642517	AGAP9	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"
AGBL1	123624	AGBL1	ATP/GTP binding protein-like 1
AGBL2	79841	AGBL2	ATP/GTP binding protein-like 2
AGBL3	340351	AGBL3	ATP/GTP binding protein-like 3
AGBL4	84871	AGBL4	ATP/GTP binding protein-like 4
AGBL5	60509	AGBL5	ATP/GTP binding protein-like 5
AGER	177	AGER	Advanced glycosylation end product-specific receptor
AGFG1	3267	AGFG1	ArfGAP with FG repeats 1
AGFG2	3268	AGFG2	ArfGAP with FG repeats 2
AGGF1	55109	AGGF1	Angiogenic factor with G patch and FHA domains 1
AGK	55750	AGK	Acylglycerol kinase
AGL	178	AGL	"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
AGMAT	79814	AGMAT	Agmatine ureohydrolase (agmatinase)
AGMO	392636	AGMO	Alkylglycerol monooxygenase
AGPAT1	10554	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2	10555	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT3	56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4	56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT4-IT1	79992	AGPAT4-IT1	AGPAT4 intronic transcript 1 (non-protein coding)
AGPAT5	55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT6	137964	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6
AGPAT9	84803	AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9
AGPHD1	123688	AGPHD1	Aminoglycoside phosphotransferase domain containing 1
AGPS	8540	AGPS	Alkylglycerone phosphate synthase
AGR2	10551	AGR2	Anterior gradient 2 homolog (Xenopus laevis)
AGR3	155465	AGR3	Anterior gradient 3 homolog (Xenopus laevis)
AGRN	375790	AGRN	Agrin
AGRP	181	AGRP	Agouti related protein homolog (mouse)
AGSK1		AGSK1	
AGT	183	AGT	"Angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
AGTPBP1	23287	AGTPBP1	ATP/GTP binding protein 1
AGTR1	185	AGTR1	"Angiotensin II receptor, type 1"
AGTR2	186	AGTR2	"Angiotensin II receptor, type 2"
AGTRAP	57085	AGTRAP	Angiotensin II receptor-associated protein
AGXT	189	AGXT	Alanine-glyoxylate aminotransferase
AGXT2	64902	AGXT2	Alanine--glyoxylate aminotransferase 2
AGXT2L1	64850	AGXT2L1	Alanine-glyoxylate aminotransferase 2-like 1
AGXT2L2	85007	AGXT2L2	Alanine-glyoxylate aminotransferase 2-like 2
AHCTF1	25909	AHCTF1	AT hook containing transcription factor 1
AHCY	191	AHCY	Adenosylhomocysteinase
AHCYL1	10768	AHCYL1	Adenosylhomocysteinase-like 1
AHCYL2	23382	AHCYL2	Adenosylhomocysteinase-like 2
AHDC1	27245	AHDC1	"AT hook, DNA binding motif, containing 1"
AHI1	54806	AHI1	Abelson helper integration site 1
AHNAK	79026	AHNAK	AHNAK nucleoprotein
AHNAK2	113146	AHNAK2	AHNAK nucleoprotein 2
AHR	196	AHR	Aryl hydrocarbon receptor
AHRR	57491	AHRR	aryl-hydrocarbon receptor repressor
AHSA1	10598	AHSA1	"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)"
AHSA2	130872	AHSA2	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
AHSG	197	AHSG	Alpha-2-HS-glycoprotein
AHSP	51327	AHSP	Alpha hemoglobin stabilizing protein
AICDA	57379	AICDA	Activation-induced cytidine deaminase
AIDA	64853	AIDA	"Axin interactor, dorsalization associated"
AIF1	199	AIF1	Allograft inflammatory factor 1
AIF1L	83543	AIF1L	Allograft inflammatory factor 1-like
AIFM1	9131	AIFM1	"Apoptosis-inducing factor, mitochondrion-associated, 1"
AIFM2	84883	AIFM2	"Apoptosis-inducing factor, mitochondrion-associated, 2"
AIFM3	150209	AIFM3	"Apoptosis-inducing factor, mitochondrion-associated, 3"
AIG1	51390	AIG1	Androgen-induced 1
AIM1	202	AIM1	Absent in melanoma 1
AIM1L	55057	AIM1L	Absent in melanoma 1-like
AIM2	9447	AIM2	Absent in melanoma 2
AIMP1	9255	AIMP1	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
AIMP2	7965	AIMP2	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
AIP	9049	AIP	Aryl hydrocarbon receptor interacting protein
AIPL1	23746	AIPL1	Aryl hydrocarbon receptor interacting protein-like 1
AIRE	326	AIRE	Autoimmune regulator
AJAP1	55966	AJAP1	Adherens junctions associated protein 1
AJUBA	84962	AJUBA	Ajuba LIM protein
AK1	203	AK1	Adenylate kinase 1
AK2	204	AK2	Adenylate kinase 2
AK3	50808	AK3	Adenylate kinase 3
AK4	205	AK4	Adenylate kinase 4
AK5	26289	AK5	Adenylate kinase 5
AK7	122481	AK7	Adenylate kinase 7
AK8	158067	AK8	Adenylate kinase 8
AKAP1	8165	AKAP1	A kinase (PRKA) anchor protein 1
AKAP10	11216	AKAP10	A kinase (PRKA) anchor protein 10
AKAP11	11215	AKAP11	A kinase (PRKA) anchor protein 11
AKAP12	9590	AKAP12	A kinase (PRKA) anchor protein 12
AKAP13	11214	AKAP13	A kinase (PRKA) anchor protein 13
AKAP14	158798	AKAP14	A kinase (PRKA) anchor protein 14
AKAP17A	8227	AKAP17A	A kinase (PRKA) anchor protein 17A
AKAP2	11217	AKAP2	A kinase (PRKA) anchor protein 2
AKAP3	10566	AKAP3	A kinase (PRKA) anchor protein 3
AKAP4	8852	AKAP4	A kinase (PRKA) anchor protein 4
AKAP5	9495	AKAP5	A kinase (PRKA) anchor protein 5
AKAP6	9472	AKAP6	A kinase (PRKA) anchor protein 6
AKAP7	9465	AKAP7	A kinase (PRKA) anchor protein 7
AKAP8	10270	AKAP8	A kinase (PRKA) anchor protein 8
AKAP8L	26993	AKAP8L	A kinase (PRKA) anchor protein 8-like
AKAP9	10142	AKAP9	A kinase (PRKA) anchor protein (yotiao) 9
AKD1	221264	AKD1	Adenylate kinase domain containing 1
AKIP1	56672	AKIP1	A kinase (PRKA) interacting protein 1
AKIRIN1	79647	AKIRIN1	Akirin 1
AKIRIN2	55122	AKIRIN2	Akirin 2
AKIRIN2-AS1		AKIRIN2-AS1	
AKNA	80709	AKNA	AT-hook transcription factor
AKNAD1	254268	AKNAD1	AKNA domain containing 1
AKR1A1	10327	AKR1A1	"Aldo-keto reductase family 1, member A1 (aldehyde reductase)"
AKR1B1	231	AKR1B1	"Aldo-keto reductase family 1, member B1 (aldose reductase)"
AKR1B10	57016	AKR1B10	"Aldo-keto reductase family 1, member B10 (aldose reductase)"
AKR1B15	441282	AKR1B15	"Aldo-keto reductase family 1, member B15"
AKR1C1	1645	AKR1C1	"Aldo-keto reductase family 1, member C1"
AKR1C2	1646	AKR1C2	"Aldo-keto reductase family 1, member C2"
AKR1C3	8644	AKR1C3	"Aldo-keto reductase family 1, member C3"
AKR1C4	1109	AKR1C4	"Aldo-keto reductase family 1, member C4"
AKR1CL1	340811	AKR1CL1	"Aldo-keto reductase family 1, member C-like 1"
AKR1D1	6718	AKR1D1	"Aldo-keto reductase family 1, member D1"
AKR1E2	83592	AKR1E2	"Aldo-keto reductase family 1, member E2"
AKR7A2	8574	AKR7A2	"Aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"
AKR7A2P1	246182	AKR7A2P1	"Aldo-keto reductase family 7, member A2 pseudogene 1"
AKR7A3	22977	AKR7A3	"Aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)"
AKR7L	246181	AKR7L	Aldo-keto reductase family 7-like
AKT1	207	AKT1	V-akt murine thymoma viral oncogene homolog 1
AKT1S1	84335	AKT1S1	AKT1 substrate 1 (proline-rich)
AKT2	208	AKT2	V-akt murine thymoma viral oncogene homolog 2
AKT3	10000	AKT3	"V-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)"
AKTIP	64400	AKTIP	AKT interacting protein
ALAD	210	ALAD	Aminolevulinate dehydratase
ALAS1	211	ALAS1	"Aminolevulinate, delta-, synthase 1"
ALAS2	212	ALAS2	"Aminolevulinate, delta-, synthase 2"
ALB	213	ALB	Albumin
ALCAM	214	ALCAM	Activated leukocyte cell adhesion molecule
ALDH16A1	126133	ALDH16A1	"Aldehyde dehydrogenase 16 family, member A1"
ALDH18A1	5832	ALDH18A1	"Aldehyde dehydrogenase 18 family, member A1"
ALDH1A1	216	ALDH1A1	"Aldehyde dehydrogenase 1 family, member A1"
ALDH1A2	8854	ALDH1A2	"Aldehyde dehydrogenase 1 family, member A2"
ALDH1A3	220	ALDH1A3	"Aldehyde dehydrogenase 1 family, member A3"
ALDH1B1	219	ALDH1B1	"Aldehyde dehydrogenase 1 family, member B1"
ALDH1L1	10840	ALDH1L1	"Aldehyde dehydrogenase 1 family, member L1"
ALDH1L2	160428	ALDH1L2	"Aldehyde dehydrogenase 1 family, member L2"
ALDH2	217	ALDH2	Aldehyde dehydrogenase 2 family (mitochondrial)
ALDH3A1	218	ALDH3A1	"Aldehyde dehydrogenase 3 family, member A1"
ALDH3A2	224	ALDH3A2	"Aldehyde dehydrogenase 3 family, member A2"
ALDH3B1	221	ALDH3B1	"Aldehyde dehydrogenase 3 family, member B1"
ALDH3B2	222	ALDH3B2	"Aldehyde dehydrogenase 3 family, member B2"
ALDH4A1	8659	ALDH4A1	"Aldehyde dehydrogenase 4 family, member A1"
ALDH5A1	7915	ALDH5A1	"Aldehyde dehydrogenase 5 family, member A1"
ALDH6A1	4329	ALDH6A1	"Aldehyde dehydrogenase 6 family, member A1"
ALDH7A1	501	ALDH7A1	"Aldehyde dehydrogenase 7 family, member A1"
ALDH8A1	64577	ALDH8A1	"Aldehyde dehydrogenase 8 family, member A1"
ALDH9A1	223	ALDH9A1	"Aldehyde dehydrogenase 9 family, member A1"
ALDOA	226	ALDOA	"Aldolase A, fructose-bisphosphate"
ALDOB	229	ALDOB	"Aldolase B, fructose-bisphosphate"
ALDOC	230	ALDOC	"Aldolase C, fructose-bisphosphate"
ALG1	56052	ALG1	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
ALG10	84920	ALG10	"ALG10, alpha-1,2-glucosyltransferase"
ALG10B	144245	ALG10B	"ALG10B, alpha-1,2-glucosyltransferase"
ALG11	440138	ALG11	"ALG11, alpha-1,2-mannosyltransferase"
ALG12	79087	ALG12	"ALG12, alpha-1,6-mannosyltransferase"
ALG13	79868	ALG13	"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
ALG14	199857	ALG14	"ALG14, UDP-N-acetylglucosaminyltransferase subunit"
ALG1L	200810	ALG1L	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like"
ALG1L2	644974	ALG1L2	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like 2"
ALG2	85365	ALG2	"ALG2, alpha-1,3/1,6-mannosyltransferase"
ALG3	10195	ALG3	"ALG3, alpha-1,3- mannosyltransferase"
ALG5	29880	ALG5	"ALG5, dolichyl-phosphate beta-glucosyltransferase"
ALG6	29929	ALG6	"ALG6, alpha-1,3-glucosyltransferase"
ALG8	79053	ALG8	"ALG8, alpha-1,3-glucosyltransferase"
ALG9	79796	ALG9	"ALG9, alpha-1,2-mannosyltransferase"
ALK	238	ALK	Anaplastic lymphoma receptor tyrosine kinase
ALKBH1	8846	ALKBH1	"AlkB, alkylation repair homolog 1 (E. coli)"
ALKBH2	121642	ALKBH2	"AlkB, alkylation repair homolog 2 (E. coli)"
ALKBH3	221120	ALKBH3	"AlkB, alkylation repair homolog 3 (E. coli)"
ALKBH4	54784	ALKBH4	"AlkB, alkylation repair homolog 4 (E. coli)"
ALKBH5	54890	ALKBH5	"AlkB, alkylation repair homolog 5 (E. coli)"
ALKBH6	84964	ALKBH6	"AlkB, alkylation repair homolog 6 (E. coli)"
ALKBH7	84266	ALKBH7	"AlkB, alkylation repair homolog 7 (E. coli)"
ALKBH8	91801	ALKBH8	"AlkB, alkylation repair homolog 8 (E. coli)"
ALLC	55821	ALLC	Allantoicase
ALMS1	7840	ALMS1	Alstrom syndrome 1
ALMS1P	200420	ALMS1P	Alstrom syndrome 1 pseudogene
ALOX12	239	ALOX12	Arachidonate 12-lipoxygenase
ALOX12B	242	ALOX12B	"Arachidonate 12-lipoxygenase, 12R type"
ALOX12P2	245	ALOX12P2	Arachidonate 12-lipoxygenase pseudogene 2
ALOX15	246	ALOX15	Arachidonate 15-lipoxygenase
ALOX15B	247	ALOX15B	"Arachidonate 15-lipoxygenase, type B"
ALOX15P1	100652883	ALOX15P1	Arachidonate 15-lipoxygenase pseudogene 1
ALOX5	240	ALOX5	Arachidonate 5-lipoxygenase
ALOX5AP	241	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein
ALOXE3	59344	ALOXE3	Arachidonate lipoxygenase 3
ALPI	248	ALPI	"Alkaline phosphatase, intestinal"
ALPK1	80216	ALPK1	Alpha-kinase 1
ALPK2	115701	ALPK2	Alpha-kinase 2
ALPK3	57538	ALPK3	Alpha-kinase 3
ALPL	249	ALPL	"Alkaline phosphatase, liver/bone/kidney"
ALPP	250	ALPP	"Alkaline phosphatase, placental"
ALPPL2	251	ALPPL2	"Alkaline phosphatase, placental-like 2"
ALS2	57679	ALS2	Amyotrophic lateral sclerosis 2 (juvenile)
ALS2CL	259173	ALS2CL	ALS2 C-terminal like
ALS2CR11	151254	ALS2CR11	"Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"
ALS2CR12	130540	ALS2CR12	"Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12"
ALS2CR8	79800	ALS2CR8	"Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8"
ALX1	8092	ALX1	ALX homeobox 1
ALX3	257	ALX3	ALX homeobox 3
ALX4	60529	ALX4	ALX homeobox 4
ALYREF	10189	ALYREF	Aly/REF export factor
AMACR	23600	AMACR	Alpha-methylacyl-CoA racemase
AMBN	258	AMBN	Ameloblastin (enamel matrix protein)
AMBP	259	AMBP	Alpha-1-microglobulin/bikunin precursor
AMBRA1	55626	AMBRA1	Autophagy/beclin-1 regulator 1
AMD1	262	AMD1	Adenosylmethionine decarboxylase 1
AMDHD1	144193	AMDHD1	Amidohydrolase domain containing 1
AMDHD2	51005	AMDHD2	Amidohydrolase domain containing 2
AMELX	265	AMELX	"Amelogenin, X-linked"
AMELY	266	AMELY	"Amelogenin, Y-linked"
AMFR	267	AMFR	"Autocrine motility factor receptor, E3 ubiquitin protein ligase"
AMH	268	AMH	Anti-Mullerian hormone
AMHR2	269	AMHR2	"Anti-Mullerian hormone receptor, type II"
AMICA1	120425	AMICA1	"Adhesion molecule, interacts with CXADR antigen 1"
AMIGO1	57463	AMIGO1	Adhesion molecule with Ig-like domain 1
AMIGO2	347902	AMIGO2	Adhesion molecule with Ig-like domain 2
AMIGO3	386724	AMIGO3	Adhesion molecule with Ig-like domain 3
AMMECR1	9949	AMMECR1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
AMMECR1L	83607	AMMECR1L	AMMECR1-like
AMN	81693	AMN	Amnion associated transmembrane protein
AMN1	196394	AMN1	Antagonist of mitotic exit network 1 homolog (S. cerevisiae)
AMOT	154796	AMOT	Angiomotin
AMOTL1	154810	AMOTL1	Angiomotin like 1
AMOTL2	51421	AMOTL2	Angiomotin like 2
AMPD1	270	AMPD1	Adenosine monophosphate deaminase 1
AMPD2	271	AMPD2	Adenosine monophosphate deaminase 2
AMPD3	272	AMPD3	Adenosine monophosphate deaminase 3
AMPH	273	AMPH	Amphiphysin
AMT	275	AMT	Aminomethyltransferase
AMTN	401138	AMTN	Amelotin
AMY1A	276	AMY1A	"amylase, alpha 1A (salivary)"
AMY1B	277	AMY1B	"amylase, alpha 1B (salivary)"
AMY1C	278	AMY1C	"Amylase, alpha 1C (salivary)"
AMY2A	279	AMY2A	"Amylase, alpha 2A (pancreatic)"
AMY2B	280	AMY2B	"Amylase, alpha 2B (pancreatic)"
AMZ1	155185	AMZ1	Archaelysin family metallopeptidase 1
AMZ2	51321	AMZ2	Archaelysin family metallopeptidase 2
AMZ2P1	201283	AMZ2P1	Archaelysin family metallopeptidase 2 pseudogene 1
ANAPC1	64682	ANAPC1	Anaphase promoting complex subunit 1
ANAPC10	10393	ANAPC10	Anaphase promoting complex subunit 10
ANAPC11	51529	ANAPC11	Anaphase promoting complex subunit 11
ANAPC13	25847	ANAPC13	Anaphase promoting complex subunit 13
ANAPC16	119504	ANAPC16	Anaphase promoting complex subunit 16
ANAPC2	29882	ANAPC2	Anaphase promoting complex subunit 2
ANAPC4	29945	ANAPC4	Anaphase promoting complex subunit 4
ANAPC5	51433	ANAPC5	Anaphase promoting complex subunit 5
ANAPC7	51434	ANAPC7	Anaphase promoting complex subunit 7
ANG	283	ANG	"Angiogenin, ribonuclease, RNase A family, 5"
ANGEL1	23357	ANGEL1	Angel homolog 1 (Drosophila)
ANGEL2	90806	ANGEL2	Angel homolog 2 (Drosophila)
ANGPT1	284	ANGPT1	Angiopoietin 1
ANGPT2	285	ANGPT2	Angiopoietin 2
ANGPT4	51378	ANGPT4	Angiopoietin 4
ANGPTL1	9068	ANGPTL1	Angiopoietin-like 1
ANGPTL2	23452	ANGPTL2	Angiopoietin-like 2
ANGPTL3	27329	ANGPTL3	Angiopoietin-like 3
ANGPTL4	51129	ANGPTL4	Angiopoietin-like 4
ANGPTL5	253935	ANGPTL5	Angiopoietin-like 5
ANGPTL6	83854	ANGPTL6	Angiopoietin-like 6
ANGPTL7	10218	ANGPTL7	Angiopoietin-like 7
ANK1	286	ANK1	"Ankyrin 1, erythrocytic"
ANK2	287	ANK2	"Ankyrin 2, neuronal"
ANK3	288	ANK3	"Ankyrin 3, node of Ranvier (ankyrin G)"
ANKAR	150709	ANKAR	Ankyrin and armadillo repeat containing
ANKDD1A	348094	ANKDD1A	Ankyrin repeat and death domain containing 1A
ANKFN1	162282	ANKFN1	Ankyrin-repeat and fibronectin type III domain containing 1
ANKFY1	51479	ANKFY1	Ankyrin repeat and FYVE domain containing 1
ANKH	56172	ANKH	"Ankylosis, progressive homolog (mouse)"
ANKHD1	54882	ANKHD1	Ankyrin repeat and KH domain containing 1
ANKHD1-EIF4EBP3	404734	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough
ANKIB1	54467	ANKIB1	Ankyrin repeat and IBR domain containing 1
ANKK1	255239	ANKK1	Ankyrin repeat and kinase domain containing 1
ANKLE1	126549	ANKLE1	Ankyrin repeat and LEM domain containing 1
ANKLE2	23141	ANKLE2	Ankyrin repeat and LEM domain containing 2
ANKMY1	51281	ANKMY1	Ankyrin repeat and MYND domain containing 1
ANKMY2	57037	ANKMY2	Ankyrin repeat and MYND domain containing 2
ANKRA2	57763	ANKRA2	"Ankyrin repeat, family A (RFXANK-like), 2"
ANKRD1	27063	ANKRD1	Ankyrin repeat domain 1 (cardiac muscle)
ANKRD10	55608	ANKRD10	Ankyrin repeat domain 10
ANKRD11	29123	ANKRD11	Ankyrin repeat domain 11
ANKRD12	23253	ANKRD12	Ankyrin repeat domain 12
ANKRD13A	88455	ANKRD13A	Ankyrin repeat domain 13A
ANKRD13B	124930	ANKRD13B	Ankyrin repeat domain 13B
ANKRD13C	81573	ANKRD13C	Ankyrin repeat domain 13C
ANKRD13D	338692	ANKRD13D	"Ankyrin repeat domain 13 family, member D"
ANKRD16	54522	ANKRD16	Ankyrin repeat domain 16
ANKRD17	26057	ANKRD17	Ankyrin repeat domain 17
ANKRD18A	253650	ANKRD18A	Ankyrin repeat domain 18A
ANKRD18B	441459	ANKRD18B	Ankyrin repeat domain 18B
ANKRD18DP	348840	ANKRD18DP	"Ankyrin repeat domain 18D, pseudogene"
ANKRD19P	138649	ANKRD19P	"Ankyrin repeat domain 19, pseudogene"
ANKRD2	26287	ANKRD2	Ankyrin repeat domain 2 (stretch responsive muscle)
ANKRD20A1	84210	ANKRD20A1	"Ankyrin repeat domain 20 family, member A1"
ANKRD20A11P	391267	ANKRD20A11P	"Ankyrin repeat domain 20 family, member A11, pseudogene"
ANKRD20A2	441430	ANKRD20A2	"ankyrin repeat domain 20 family, member A2"
ANKRD20A3	441425	ANKRD20A3	"Ankyrin repeat domain 20 family, member A3"
ANKRD20A4	728747	ANKRD20A4	"Ankyrin repeat domain 20 family, member A4"
ANKRD20A5P	440482	ANKRD20A5P	"Ankyrin repeat domain 20 family, member A5, pseudogene"
ANKRD20A8P	729171	ANKRD20A8P	"Ankyrin repeat domain 20 family, member A8, pseudogene"
ANKRD20A9P	284232	ANKRD20A9P	"Ankyrin repeat domain 20 family, member A9, pseudogene"
ANKRD22	118932	ANKRD22	Ankyrin repeat domain 22
ANKRD23	200539	ANKRD23	Ankyrin repeat domain 23
ANKRD24	170961	ANKRD24	Ankyrin repeat domain 24
ANKRD26	22852	ANKRD26	Ankyrin repeat domain 26
ANKRD26P1	124149	ANKRD26P1	Ankyrin repeat domain 26 pseudogene 1
ANKRD26P3	100101938	ANKRD26P3	Ankyrin repeat domain 26 pseudogene 3
ANKRD27	84079	ANKRD27	Ankyrin repeat domain 27 (VPS9 domain)
ANKRD28	23243	ANKRD28	Ankyrin repeat domain 28
ANKRD29	147463	ANKRD29	Ankyrin repeat domain 29
ANKRD30A	91074	ANKRD30A	Ankyrin repeat domain 30A
ANKRD30B	374860	ANKRD30B	Ankyrin repeat domain 30B
ANKRD30BL	554226	ANKRD30BL	Ankyrin repeat domain 30B-like
ANKRD30BP2	149992	ANKRD30BP2	Ankyrin repeat domain 30B pseudogene 2
ANKRD31	256006	ANKRD31	Ankyrin repeat domain 31
ANKRD32	84250	ANKRD32	Ankyrin repeat domain 32
ANKRD33	341405	ANKRD33	Ankyrin repeat domain 33
ANKRD33B	651746	ANKRD33B	Ankyrin repeat domain 33B
ANKRD34A	284615	ANKRD34A	Ankyrin repeat domain 34A
ANKRD34B	340120	ANKRD34B	Ankyrin repeat domain 34B
ANKRD34C	390616	ANKRD34C	Ankyrin repeat domain 34C
ANKRD35	148741	ANKRD35	Ankyrin repeat domain 35
ANKRD36	375248	ANKRD36	Ankyrin repeat domain 36
ANKRD36B	57730	ANKRD36B	Ankyrin repeat domain 36B
ANKRD36BP1	84832	ANKRD36BP1	Ankyrin repeat domain 36B pseudogene 1
ANKRD36BP2	645784	ANKRD36BP2	Ankyrin repeat domain 36B pseudogene 2
ANKRD37	353322	ANKRD37	Ankyrin repeat domain 37
ANKRD39	51239	ANKRD39	Ankyrin repeat domain 39
ANKRD40	91369	ANKRD40	Ankyrin repeat domain 40
ANKRD42	338699	ANKRD42	Ankyrin repeat domain 42
ANKRD44	91526	ANKRD44	Ankyrin repeat domain 44
ANKRD45	339416	ANKRD45	Ankyrin repeat domain 45
ANKRD46	157567	ANKRD46	Ankyrin repeat domain 46
ANKRD49	54851	ANKRD49	Ankyrin repeat domain 49
ANKRD5	63926	ANKRD5	Ankyrin repeat and EF-hand domain containing 1
ANKRD50	57182	ANKRD50	Ankyrin repeat domain 50
ANKRD52	283373	ANKRD52	Ankyrin repeat domain 52
ANKRD53	79998	ANKRD53	Ankyrin repeat domain 53
ANKRD54	129138	ANKRD54	Ankyrin repeat domain 54
ANKRD55	79722	ANKRD55	Ankyrin repeat domain 55
ANKRD6	22881	ANKRD6	Ankyrin repeat domain 6
ANKRD62P1-PARP4P3	23783	ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3 readthrough transcribed pseudogene
ANKRD63	100131244	ANKRD63	Ankyrin repeat domain 63
ANKRD65	441869	ANKRD65	Ankyrin repeat domain 65
ANKRD7	56311	ANKRD7	Ankyrin repeat domain 7
ANKRD9	122416	ANKRD9	Ankyrin repeat domain 9
ANKS1A	23294	ANKS1A	Ankyrin repeat and sterile alpha motif domain containing 1A
ANKS1B	56899	ANKS1B	Ankyrin repeat and sterile alpha motif domain containing 1B
ANKS3	124401	ANKS3	Ankyrin repeat and sterile alpha motif domain containing 3
ANKS4B	257629	ANKS4B	Ankyrin repeat and sterile alpha motif domain containing 4B
ANKS6	203286	ANKS6	Ankyrin repeat and sterile alpha motif domain containing 6
ANKUB1	389161	ANKUB1	Ankyrin repeat and ubiquitin domain containing 1
ANKZF1	55139	ANKZF1	Ankyrin repeat and zinc finger domain containing 1
ANLN	54443	ANLN	"Anillin, actin binding protein"
ANO1	55107	ANO1	"Anoctamin 1, calcium activated chloride channel"
ANO10	55129	ANO10	Anoctamin 10
ANO2	57101	ANO2	Anoctamin 2
ANO3	63982	ANO3	Anoctamin 3
ANO4	121601	ANO4	Anoctamin 4
ANO5	203859	ANO5	Anoctamin 5
ANO6	196527	ANO6	Anoctamin 6
ANO7	50636	ANO7	Anoctamin 7
ANO8	57719	ANO8	Anoctamin 8
ANO9	338440	ANO9	Anoctamin 9
ANP32A	8125	ANP32A	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"
ANP32A-IT1	80035	ANP32A-IT1	ANP32A intronic transcript 1 (non-protein coding)
ANP32AP1	723972	ANP32AP1	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A pseudogene 1"
ANP32B	10541	ANP32B	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"
ANP32C	23520	ANP32C	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member C"
ANP32D	23519	ANP32D	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member D"
ANP32E	81611	ANP32E	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
ANPEP	290	ANPEP	Alanyl (membrane) aminopeptidase
ANTXR1	84168	ANTXR1	Anthrax toxin receptor 1
ANTXR2	118429	ANTXR2	Anthrax toxin receptor 2
ANTXRL	195977	ANTXRL	Anthrax toxin receptor-like
ANXA1	301	ANXA1	Annexin A1
ANXA10	11199	ANXA10	Annexin A10
ANXA11	311	ANXA11	Annexin A11
ANXA13	312	ANXA13	Annexin A13
ANXA2	302	ANXA2	Annexin A2
ANXA2P1	303	ANXA2P1	Annexin A2 pseudogene 1
ANXA2P2	304	ANXA2P2	Annexin A2 pseudogene 2
ANXA2P3	305	ANXA2P3	Annexin A2 pseudogene 3
